CLIENT_ID,CLIENT_FIRST_NAME,CLIENT_LAST_NAME,CAR,CLAIM,dealerId,delaerOrderId
2408.0,Felipe,Leão,Yuan,Software glitches,25.0,002408
2409.0,Maria Helena,Aparecida,Dolphin,Battery degradation,9.0,002409
2410.0,Diego,Marques,Yuan,Electric motor failure,23.0,002410
2411.0,Marcelo,Gonçalves,Dolphin,Software glitches,1.0,002411
2412.0,Heloísa,Pereira,Dolphin,Electric motor failure,42.0,002412
2413.0,Isabela,Cassiano,Yuan,Brake system maintenance,19.0,002413
2414.0,José Pedro,Freitas,Yuan,Charging issues,32.0,002414
2415.0,Oliver,Rodrigues,Dolphin,Cooling system issues,45.0,002415
2416.0,Maria Vitória,Abreu,Dolphin,Overheating of battery,42.0,002416
2417.0,Ayla,Brito,Dolphin,Charging issues,4.0,002417
2418.0,Thiago,Montenegro,Dolphin,Charging port issues,42.0,002418
2419.0,Natália,Pacheco,Dolphin,Range anxiety,33.0,002419
2420.0,Luísa,Oliveira,Seal,Battery degradation,40.0,002420
2421.0,Felipe,Moreira,Dolphin,Battery degradation,43.0,002421
2422.0,Daniel,Costela,Dolphin,Battery degradation,39.0,002422
2423.0,Luiz Miguel,Almeida,Dolphin,Battery management system failure,30.0,002423
2424.0,Benício,Costela,Dolphin,Battery degradation,33.0,002424
2425.0,Sophie,Alves,Dolphin,Regenerative braking issues,41.0,002425
2426.0,Sabrina,Cassiano,Han,Brake system maintenance,43.0,002426
2427.0,Theo,Gonçalves,Dolphin,Overheating of battery,19.0,002427
2428.0,Marcos Vinicius,Pires,Han,Tire replacement,1.0,002428
2429.0,Noah,Alves,Dolphin,Brake system maintenance,27.0,002429
2430.0,Mariana,Barbosa,Yuan,Charging issues,43.0,002430
2431.0,Heloisa,Araújo,Yuan,Electric motor failure,31.0,002431
2432.0,Lívia,da Mata,Tan,Charging issues,50.0,002432
2433.0,José Miguel,Gomes,Yuan,Overheating of battery,33.0,002433
2434.0,Alice,Teixeira,Dolphin,Battery degradation,30.0,002434
2435.0,Nicole,Aragão,Dolphin,Electric motor failure,1.0,002435
2436.0,Caroline,Leão,Dolphin,Battery degradation,33.0,002436
2437.0,Ana Carolina,Aparecida,Han,Charging port issues,50.0,002437
2438.0,Danilo,Carvalho,Yuan,Electric motor failure,2.0,002438
2439.0,Davi Lucas,Ribeiro,Dolphin,Range anxiety,16.0,002439
2440.0,Maria,Albuquerque,Tan,Charging port issues,40.0,002440
2441.0,Marina,Borges,Han,Fluid top-up,2.0,002441
2442.0,Carolina,Casa Grande,Dolphin,Electric motor failure,37.0,002442
2443.0,Manuela,Costa,Dolphin,Charging issues,4.0,002443
2444.0,Ana Vitória,Montenegro,Dolphin,Charging port issues,48.0,002444
2445.0,Thiago,Nogueira,Dolphin,Battery management system failure,17.0,002445
2446.0,Isabella,Sampaio,Dolphin,Regenerative braking issues,40.0,002446
2447.0,Enzo Gabriel,Novaes,Han,Overheating of battery,28.0,002447
2448.0,Joana,da Costa,Yuan,Suspension problems,29.0,002448
2449.0,Maria Eduarda,Sampaio,Yuan,Regenerative braking issues,35.0,002449
2450.0,Pietro,Rios,Dolphin,Overheating of battery,31.0,002450
2451.0,Luna,Carvalho,Dolphin,Regenerative braking issues,25.0,002451
2452.0,Isabelly,Cassiano,Dolphin,Charging issues,36.0,002452
2453.0,Liz,da Rosa,Dolphin,Inverter problems,19.0,002453
2454.0,Maria Fernanda,Leão,Dolphin,Electric motor failure,49.0,002454
2455.0,Melissa,da Cruz,Dolphin,Regenerative braking issues,49.0,002455
2456.0,Marina,Oliveira,Dolphin,Battery degradation,30.0,002456
2457.0,Alícia,Melo,Yuan,Electric motor failure,26.0,002457
2458.0,Henry,Garcia,Tan,Range anxiety,6.0,002458
2459.0,Pedro Henrique,Lima,Tan,Windshield replacement,47.0,002459
2460.0,Luiz Miguel,Ferreira,Dolphin,Battery management system failure,38.0,002460
2461.0,Raul,Casa Grande,Dolphin,Cooling system issues,49.0,002461
2462.0,João Pedro,Brito,Dolphin,Inconsistent charging,7.0,002462
2463.0,Arthur,Rios,Tan,Charging port issues,46.0,002463
2464.0,Esther,Camargo,Dolphin,Battery degradation,1.0,002464
2465.0,Samuel,Pacheco,Dolphin,Electric motor failure,28.0,002465
2466.0,Leandro,Vieira,Yuan,Battery degradation,40.0,002466
2467.0,João Gabriel,Novaes,Dolphin,Charging issues,49.0,002467
2468.0,Bruno,Moraes,Tan,Battery management system failure,27.0,002468
2469.0,Bryan,Azevedo,Dolphin,Battery management system failure,9.0,002469
2470.0,Maria Isis,Marques,Dolphin,Battery degradation,39.0,002470
2471.0,Henry Gabriel,Fogaça,Seal,Regenerative braking issues,18.0,002471
2472.0,Igor,Silveira,Han,Regenerative braking issues,47.0,002472
2473.0,Raul,Leão,Yuan,Range anxiety,25.0,002473
2474.0,Dante,Silveira,Yuan,Inverter problems,22.0,002474
2475.0,João Guilherme,Ramos,Yuan,Charging issues,41.0,002475
2476.0,Mateus,Fernandes,Dolphin,Charging issues,28.0,002476
2477.0,Maria Isis,Lima,Han,Charging port issues,8.0,002477
2478.0,Lara,Rezende,Dolphin,Electric motor failure,6.0,002478
2479.0,Francisco,Fogaça,Dolphin,Tire replacement,29.0,002479
2480.0,Leandro,Fogaça,Dolphin,Charging issues,29.0,002480
2481.0,Vitória,Cavalcanti,Dolphin,Tire replacement,36.0,002481
2482.0,Vitor Gabriel,Pacheco,Dolphin,Battery degradation,13.0,002482
2483.0,Maysa,Lopes,Dolphin,Battery degradation,4.0,002483
2484.0,Luana,Martins,Dolphin,Battery degradation,20.0,002484
2485.0,Leandro,Barros,Han,Battery degradation,8.0,002485
2486.0,Ana Liz,Mendonça,Dolphin,Electric motor failure,25.0,002486
2487.0,Eduarda,Leão,Yuan,Regenerative braking issues,21.0,002487
2488.0,Ayla,Moreira,Dolphin,Inverter problems,11.0,002488
2489.0,Anna Liz,Siqueira,Dolphin,Regenerative braking issues,32.0,002489
2490.0,Henry,Cavalcante,Yuan,Vehicle control system failures,43.0,002490
2491.0,Ravi Lucca,Aparecida,Tan,Cooling system issues,24.0,002491
2492.0,Ana Vitória,Pacheco,Han,Electric motor failure,3.0,002492
2493.0,Marcos Vinicius,Carvalho,Han,Suspension problems,39.0,002493
2494.0,Raquel,Farias,Yuan,Charging issues,30.0,002494
2495.0,Gustavo,Peixoto,Dolphin,Charging issues,21.0,002495
2496.0,Anna Liz,da Cunha,Dolphin,Tire replacement,46.0,002496
2497.0,João Pedro,Cardoso,Dolphin,Battery degradation,6.0,002497
2498.0,Liz,Pinto,Dolphin,Battery management system failure,15.0,002498
2499.0,Gael,Santos,Dolphin,Battery degradation,21.0,002499
2500.0,Carolina,Freitas,Tan,Battery management system failure,16.0,002500
2501.0,Calebe,Dias,Han,Software glitches,33.0,002501
2502.0,José Pedro,Casa Grande,Dolphin,Inverter problems,23.0,002502
2503.0,Lucca,Azevedo,Dolphin,Charging port issues,3.0,002503
2504.0,Elisa,da Luz,Yuan,Software glitches,46.0,002504
2505.0,Pedro Henrique,Nunes,Dolphin,Regenerative braking issues,40.0,002505
2506.0,Clara,Fernandes,Tan,Regenerative braking issues,32.0,002506
2507.0,João Pedro,Silveira,Han,Inverter problems,23.0,002507
2508.0,Kaique,Aragão,Han,Battery degradation,45.0,002508
2509.0,Gabrielly,Oliveira,Dolphin,Range anxiety,44.0,002509
2510.0,Valentina,Souza,Dolphin,Battery management system failure,16.0,002510
2511.0,Vinicius,da Paz,Dolphin,Charging port issues,13.0,002511
2512.0,Vitória,Pires,Dolphin,Charging issues,21.0,002512
2513.0,Davi Luiz,Brito,Han,Charging port issues,46.0,002513
2514.0,Maria Luísa,Jesus,Yuan,Wiring problems,39.0,002514
2515.0,Heloísa,Pinto,Dolphin,Inverter problems,40.0,002515
2516.0,Clarice,Novais,Yuan,Overheating of battery,49.0,002516
2517.0,Henry,Gomes,Dolphin,Overheating of battery,33.0,002517
2518.0,Anthony,Vieira,Dolphin,Charging port issues,8.0,002518
2519.0,Vinícius,Borges,Dolphin,Electric motor failure,11.0,002519
2520.0,Bianca,Araújo,Dolphin,Electrical system faults,32.0,002520
2521.0,Theo,Pinto,Dolphin,Overheating of battery,21.0,002521
2522.0,Benicio,Gomes,Tan,Charging issues,36.0,002522
2523.0,Bruna,Abreu,Dolphin,Charging issues,28.0,002523
2524.0,Bryan,Vargas,Dolphin,Cabin filter replacement,5.0,002524
2525.0,Ana Liz,Marques,Han,Charging port issues,18.0,002525
2526.0,Breno,Vieira,Dolphin,Charging issues,40.0,002526
2527.0,Sarah,Pimenta,Dolphin,Battery overheating,15.0,002527
2528.0,Ryan,Nunes,Dolphin,Charging issues,12.0,002528
2529.0,Kaique,da Rosa,Dolphin,Battery management system failure,46.0,002529
2530.0,Renan,Teixeira,Han,Overheating of battery,24.0,002530
2531.0,Isabelly,Campos,Dolphin,Battery management system failure,35.0,002531
2532.0,Stella,Nunes,Dolphin,Regenerative braking issues,41.0,002532
2533.0,Raquel,Silveira,Dolphin,Software glitches,22.0,002533
2534.0,Gabriel,Sampaio,Dolphin,Charging issues,32.0,002534
2535.0,Bernardo,da Cruz,Dolphin,Windshield replacement,23.0,002535
2536.0,Isaac,Pacheco,Dolphin,Battery degradation,9.0,002536
2537.0,Nicolas,Rocha,Seal,Electrical system faults,21.0,002537
2538.0,Dom,Lima,Dolphin,Charging issues,29.0,002538
2539.0,Yuri,Aparecida,Dolphin,Range anxiety,22.0,002539
2540.0,Antony,da Luz,Yuan,Connectivity issues,30.0,002540
2541.0,Gustavo Henrique,da Rocha,Tan,Electrical system faults,50.0,002541
2542.0,Asafe,Vasconcelos,Dolphin,Brake system maintenance,28.0,002542
2543.0,Dom,Montenegro,Dolphin,Regenerative braking issues,20.0,002543
2544.0,Carolina,da Paz,Tan,Software glitches,19.0,002544
2545.0,Lorenzo,Ramos,Seal,Software glitches,14.0,002545
2546.0,Benicio,Câmara,Tan,Range anxiety,15.0,002546
2547.0,Aurora,Cassiano,Dolphin,Wiring problems,33.0,002547
2548.0,Pietra,Mendes,Dolphin,Charging issues,11.0,002548
2549.0,Leonardo,Siqueira,Yuan,Battery degradation,11.0,002549
2550.0,Lívia,Macedo,Dolphin,Charging issues,49.0,002550
2551.0,Valentim,Almeida,Dolphin,Electric motor failure,14.0,002551
2552.0,Felipe,Fogaça,Dolphin,Overheating of battery,23.0,002552
2553.0,Gustavo,Camargo,Dolphin,Overheating of battery,25.0,002553
2554.0,Luiz Gustavo,Pastor,Dolphin,Windshield replacement,21.0,002554
2555.0,Lucas Gabriel,Cirino,Yuan,Connectivity issues,5.0,002555
2556.0,Lara,Leão,Yuan,Electric motor failure,49.0,002556
2557.0,Isabelly,Silveira,Dolphin,Electric motor failure,4.0,002557
2558.0,Allana,Câmara,Dolphin,Overheating of battery,4.0,002558
2559.0,Bruno,Dias,Han,Brake system maintenance,8.0,002559
2560.0,Alícia,Farias,Tan,Battery degradation,11.0,002560
2561.0,Marcela,Alves,Dolphin,Battery degradation,32.0,002561
2562.0,Emilly,da Mata,Dolphin,Electric motor failure,33.0,002562
2563.0,Kamilly,Silva,Dolphin,Brake system maintenance,50.0,002563
2564.0,Isabella,Cavalcanti,Dolphin,Regenerative braking issues,34.0,002564
2565.0,Natália,Vargas,Yuan,Battery degradation,17.0,002565
2566.0,Camila,Peixoto,Dolphin,Software glitches,5.0,002566
2567.0,Laís,Albuquerque,Dolphin,Cabin filter replacement,21.0,002567
2568.0,Vitor Gabriel,Abreu,Dolphin,Charging issues,27.0,002568
2569.0,Raul,Costa,Dolphin,Inverter problems,36.0,002569
2570.0,Júlia,Guerra,Yuan,Inverter problems,9.0,002570
2571.0,Raul,Fernandes,Dolphin,Battery degradation,40.0,002571
2572.0,Otto,Marques,Dolphin,Electrical system faults,48.0,002572
2573.0,Davi Lucas,da Costa,Han,Electrical system faults,9.0,002573
2574.0,Luigi,Castro,Tan,Battery management system failure,28.0,002574
2575.0,Alice,Novais,Dolphin,Windshield replacement,1.0,002575
2576.0,Antony,da Cruz,Dolphin,Battery management system failure,3.0,002576
2577.0,Luiz Miguel,Barbosa,Yuan,Windshield replacement,22.0,002577
2578.0,Raul,Montenegro,Dolphin,Regenerative braking issues,36.0,002578
2579.0,Manuella,Lopes,Yuan,Charging issues,34.0,002579
2580.0,Gabriel,Barros,Dolphin,Battery degradation,11.0,002580
2581.0,Ágatha,Abreu,Tan,Regenerative braking issues,32.0,002581
2582.0,Maria Fernanda,Santos,Dolphin,Vehicle control system failures,17.0,002582
2583.0,Yago,Ferreira,Dolphin,Overheating of battery,34.0,002583
2584.0,Sarah,Aragão,Dolphin,Charging issues,7.0,002584
2585.0,Beatriz,da Luz,Tan,Inverter problems,27.0,002585
2586.0,Mathias,Marques,Dolphin,Electrical system faults,21.0,002586
2587.0,Alana,Lopes,Dolphin,Battery degradation,50.0,002587
2588.0,Bento,Nogueira,Dolphin,Charging issues,21.0,002588
2589.0,Lara,Cardoso,Dolphin,Charging issues,32.0,002589
2590.0,Cauê,Pacheco,Dolphin,Software glitches,34.0,002590
2591.0,Ana Luiza,da Rocha,Seal,Charging port issues,44.0,002591
2592.0,Vitória,Marques,Seal,Charging issues,11.0,002592
2593.0,Sophie,Gomes,Dolphin,Windshield replacement,37.0,002593
2594.0,Evelyn,Rocha,Dolphin,Regenerative braking issues,17.0,002594
2595.0,Daniel,das Neves,Tan,Overheating of battery,9.0,002595
2596.0,Gustavo,da Costa,Dolphin,Range anxiety,4.0,002596
2597.0,Noah,Gomes,Dolphin,Electrical system faults,3.0,002597
2598.0,Pedro,Ferreira,Dolphin,Battery management system failure,35.0,002598
2599.0,Luiz Otávio,Pereira,Dolphin,Charging port issues,27.0,002599
2600.0,Eduardo,Aragão,Tan,Regenerative braking issues,7.0,002600
2601.0,Joaquim,Gonçalves,Han,Cooling system issues,4.0,002601
2602.0,Valentina,Silva,Yuan,Electrical system faults,4.0,002602
2603.0,Theo,Cirino,Tan,Battery degradation,34.0,002603
2604.0,Luna,Rocha,Seal,Charging port issues,39.0,002604
2605.0,Valentina,da Rosa,Yuan,Inconsistent charging,33.0,002605
2606.0,Pedro Lucas,Cavalcanti,Dolphin,Battery degradation,33.0,002606
2607.0,Melissa,Alves,Dolphin,Electrical system faults,36.0,002607
2608.0,Henrique,Costa,Tan,Battery management system failure,32.0,002608
2609.0,Isis,Moraes,Dolphin,Suspension problems,24.0,002609
2610.0,Rael,Sousa,Han,Range anxiety,12.0,002610
2611.0,Maria Sophia,Campos,Dolphin,Wiring problems,25.0,002611
2612.0,Arthur,Sales,Dolphin,Battery management system failure,29.0,002612
2613.0,Isaac,Casa Grande,Dolphin,Suspension problems,30.0,002613
2614.0,Davi Lucas,Brito,Tan,Charging issues,39.0,002614
2615.0,Isabela,Novais,Dolphin,Battery degradation,22.0,002615
2616.0,Yuri,Freitas,Dolphin,Electric motor failure,45.0,002616
2617.0,Dante,Sá,Dolphin,Overheating of battery,22.0,002617
2618.0,Valentim,da Cruz,Dolphin,Regenerative braking issues,7.0,002618
2619.0,Valentim,Barros,Dolphin,Regenerative braking issues,13.0,002619
2620.0,Caleb,Monteiro,Dolphin,Battery management system failure,40.0,002620
2621.0,Lívia,Costela,Dolphin,Overheating of battery,31.0,002621
2622.0,João Miguel,Santos,Dolphin,Battery degradation,25.0,002622
2623.0,Maria Laura,Souza,Dolphin,Vehicle control system failures,42.0,002623
2624.0,Dom,Freitas,Dolphin,Charging port issues,5.0,002624
2625.0,Nathan,Melo,Yuan,Overheating of battery,18.0,002625
2626.0,Sarah,Silveira,Han,Battery management system failure,15.0,002626
2627.0,Ian,das Neves,Yuan,Range anxiety,18.0,002627
2628.0,Cecília,Albuquerque,Dolphin,Battery degradation,20.0,002628
2629.0,Pietro,Ribeiro,Dolphin,Charging port issues,25.0,002629
2630.0,Maria Flor,Pastor,Dolphin,Connectivity issues,19.0,002630
2631.0,Theo,Correia,Dolphin,Overheating of battery,19.0,002631
2632.0,Valentina,Aragão,Dolphin,Inverter problems,35.0,002632
2633.0,Ravi Lucca,das Neves,Dolphin,Overheating of battery,2.0,002633
2634.0,Otávio,Machado,Dolphin,Electrical system faults,6.0,002634
2635.0,Brenda,Montenegro,Dolphin,Charging port issues,38.0,002635
2636.0,Henry,Silveira,Dolphin,Battery degradation,40.0,002636
2637.0,Arthur Gabriel,Novais,Yuan,Battery management system failure,38.0,002637
2638.0,Maria,Camargo,Tan,Electric motor failure,18.0,002638
2639.0,Fernando,Pires,Dolphin,Overheating of battery,29.0,002639
2640.0,Emilly,Viana,Dolphin,Connectivity issues,21.0,002640
2641.0,Luísa,Freitas,Dolphin,Charging issues,1.0,002641
2642.0,Caio,Nogueira,Dolphin,Regenerative braking issues,7.0,002642
2643.0,Ana Carolina,Andrade,Dolphin,Battery degradation,46.0,002643
2644.0,João,da Mata,Yuan,Overheating of battery,5.0,002644
2645.0,Davi,Lopes,Han,Battery degradation,39.0,002645
2646.0,Ana Júlia,da Conceição,Han,Charging issues,32.0,002646
2647.0,Lucca,Brito,Dolphin,Battery degradation,15.0,002647
2648.0,Rael,Caldeira,Dolphin,Battery management system failure,27.0,002648
2649.0,Alana,Viana,Yuan,Battery degradation,16.0,002649
2650.0,Sarah,Costela,Dolphin,Charging issues,43.0,002650
2651.0,João Guilherme,Brito,Dolphin,Overheating of battery,39.0,002651
2652.0,Brenda,Albuquerque,Dolphin,Charging issues,34.0,002652
2653.0,Nathan,Aparecida,Dolphin,Electric motor failure,48.0,002653
2654.0,Gabriel,da Conceição,Yuan,Electrical system faults,28.0,002654
2655.0,Luiz Felipe,Pastor,Yuan,Range anxiety,2.0,002655
2656.0,Olívia,Dias,Dolphin,Range anxiety,34.0,002656
2657.0,Arthur Gabriel,Sales,Dolphin,Fluid top-up,21.0,002657
2658.0,Sophie,Borges,Dolphin,Battery management system failure,5.0,002658
2659.0,Theodoro,Oliveira,Dolphin,Battery degradation,48.0,002659
2660.0,Davi Lucas,Ribeiro,Han,Battery management system failure,38.0,002660
2661.0,Leandro,Vargas,Tan,Electric motor failure,7.0,002661
2662.0,Vitor Hugo,da Mota,Dolphin,Charging port issues,27.0,002662
2663.0,Carlos Eduardo,Rezende,Seal,Tire replacement,43.0,002663
2664.0,Júlia,Gomes,Dolphin,Electric motor failure,25.0,002664
2665.0,Enzo Gabriel,da Paz,Dolphin,Electric motor failure,16.0,002665
2666.0,Heloísa,Mendes,Seal,Wiring problems,45.0,002666
2667.0,Liz,Moraes,Han,Charging issues,33.0,002667
2668.0,Rebeca,da Mota,Han,Inverter problems,19.0,002668
2669.0,Fernando,Cirino,Dolphin,Battery degradation,21.0,002669
2670.0,Caio,Cirino,Dolphin,Cooling system issues,34.0,002670
2671.0,Jade,Nogueira,Tan,Inverter problems,25.0,002671
2672.0,Ágatha,Costa,Yuan,Charging port issues,15.0,002672
2673.0,Gael,Novaes,Dolphin,Climate control system issues,23.0,002673
2674.0,Matteo,Peixoto,Dolphin,Connectivity issues,33.0,002674
2675.0,Alexandre,Silveira,Yuan,Battery degradation,20.0,002675
2676.0,Maria Sophia,Abreu,Tan,Electric motor failure,41.0,002676
2677.0,Luana,da Paz,Seal,Charging issues,44.0,002677
2678.0,Matheus,Moreira,Seal,Tire replacement,35.0,002678
2679.0,Sarah,Martins,Han,Electric motor failure,22.0,002679
2680.0,Maria Luísa,Moreira,Dolphin,Electric motor failure,31.0,002680
2681.0,Anna Liz,Aparecida,Dolphin,Charging issues,9.0,002681
2682.0,Kaique,Correia,Dolphin,Fluid top-up,5.0,002682
2683.0,Valentim,Câmara,Dolphin,Battery management system failure,50.0,002683
2684.0,Ana Vitória,Leão,Dolphin,Windshield replacement,12.0,002684
2685.0,João Lucas,da Rocha,Yuan,Battery management system failure,32.0,002685
2686.0,Apollo,Barros,Yuan,Battery degradation,37.0,002686
2687.0,Marina,Garcia,Dolphin,Electric motor failure,36.0,002687
2688.0,Benicio,Rodrigues,Han,Inverter problems,8.0,002688
2689.0,Isis,Vargas,Tan,Battery degradation,15.0,002689
2690.0,Luigi,Peixoto,Dolphin,Cabin filter replacement,41.0,002690
2691.0,Alícia,Ferreira,Dolphin,Regenerative braking issues,22.0,002691
2692.0,João Guilherme,Costa,Yuan,Battery degradation,47.0,002692
2693.0,Luiz Fernando,Garcia,Dolphin,Battery management system failure,18.0,002693
2694.0,Emanuella,Mendes,Dolphin,Charging port issues,49.0,002694
2695.0,Henrique,Oliveira,Dolphin,Inverter problems,24.0,002695
2696.0,Guilherme,Nunes,Yuan,Charging port issues,39.0,002696
2697.0,Ravy,Leão,Yuan,Range anxiety,21.0,002697
2698.0,Marcela,Ribeiro,Dolphin,Charging issues,38.0,002698
2699.0,Calebe,Duarte,Dolphin,Regenerative braking issues,50.0,002699
2700.0,Vitor Gabriel,Almeida,Dolphin,Charging issues,48.0,002700
2701.0,Catarina,Siqueira,Dolphin,Range anxiety,9.0,002701
2702.0,Lorenzo,Vieira,Yuan,Inverter problems,18.0,002702
2703.0,Stephany,Moreira,Dolphin,Inverter problems,8.0,002703
2704.0,Enzo Gabriel,da Conceição,Dolphin,Range anxiety,34.0,002704
2705.0,Henry,Camargo,Dolphin,Electrical system faults,41.0,002705
2706.0,Kamilly,Rodrigues,Dolphin,Charging issues,24.0,002706
2707.0,Bella,da Mota,Dolphin,Regenerative braking issues,23.0,002707
2708.0,Sofia,Pastor,Seal,Windshield replacement,31.0,002708
2709.0,Ana,Pacheco,Dolphin,Overheating of battery,28.0,002709
2710.0,Isabel,Moura,Yuan,Electric motor failure,21.0,002710
2711.0,Isaac,Rios,Dolphin,Regenerative braking issues,49.0,002711
2712.0,Oliver,da Rosa,Dolphin,Electric motor failure,33.0,002712
2713.0,Luiza,da Rocha,Han,Windshield replacement,38.0,002713
2714.0,Hellena,Alves,Yuan,Battery degradation,18.0,002714
2715.0,Matteo,Jesus,Han,Software glitches,31.0,002715
2716.0,Francisco,Borges,Tan,Connectivity issues,8.0,002716
2717.0,Bianca,Caldeira,Dolphin,Electric motor failure,18.0,002717
2718.0,Maria Sophia,Costela,Dolphin,Wiring problems,9.0,002718
2719.0,Thiago,Caldeira,Dolphin,Inconsistent charging,19.0,002719
2720.0,Isaque,Barros,Dolphin,Range anxiety,16.0,002720
2721.0,João Gabriel,Novais,Dolphin,Fluid top-up,4.0,002721
2722.0,Maria Laura,Rocha,Dolphin,Wiring problems,22.0,002722
2723.0,Ana Beatriz,Sá,Dolphin,Wiring problems,11.0,002723
2724.0,Rafaela,Gonçalves,Dolphin,Cooling system issues,49.0,002724
2725.0,Theodoro,Correia,Dolphin,Climate control system issues,2.0,002725
2726.0,Mathias,Castro,Yuan,Windshield replacement,50.0,002726
2727.0,Vinicius,Andrade,Dolphin,Charging issues,7.0,002727
2728.0,Ana Liz,Gonçalves,Tan,Charging port issues,11.0,002728
2729.0,Mirella,Monteiro,Seal,Battery degradation,19.0,002729
2730.0,Heloísa,Garcia,Han,Electrical system faults,40.0,002730
2731.0,Ágatha,Silva,Dolphin,Brake system maintenance,28.0,002731
2732.0,Yuri,Barbosa,Han,Charging issues,38.0,002732
2733.0,Luigi,da Cruz,Dolphin,Tire replacement,17.0,002733
2734.0,Maria Luísa,Novaes,Han,Brake system maintenance,48.0,002734
2735.0,Luan,da Rocha,Dolphin,Charging issues,7.0,002735
2736.0,Maria Helena,Mendes,Dolphin,Electric motor failure,28.0,002736
2737.0,Isabel,Correia,Dolphin,Cabin filter replacement,28.0,002737
2738.0,Rafael,Barbosa,Dolphin,Range anxiety,47.0,002738
2739.0,Maria Helena,Nascimento,Dolphin,Range anxiety,43.0,002739
2740.0,Maria,Freitas,Yuan,Suspension problems,7.0,002740
2741.0,Oliver,Cunha,Dolphin,Electric motor failure,6.0,002741
2742.0,Daniel,Câmara,Dolphin,Electrical system faults,42.0,002742
2743.0,Luna,Silveira,Dolphin,Overheating of battery,44.0,002743
2744.0,Emanuella,Novaes,Dolphin,Cooling system issues,24.0,002744
2745.0,Carolina,Rocha,Han,Battery degradation,40.0,002745
2746.0,Bruna,da Mata,Dolphin,Electric motor failure,48.0,002746
2747.0,Kaique,Pereira,Dolphin,Overheating of battery,20.0,002747
2748.0,Henrique,Silveira,Dolphin,Charging issues,10.0,002748
2749.0,Juan,da Paz,Dolphin,Charging port issues,48.0,002749
2750.0,Raul,Pires,Dolphin,Electric motor failure,20.0,002750
2751.0,Vitor Hugo,Rodrigues,Dolphin,Fluid top-up,8.0,002751
2752.0,Davi Luiz,Marques,Yuan,Tire replacement,31.0,002752
2753.0,Maria Eduarda,Santos,Dolphin,Range anxiety,23.0,002753
2754.0,Maria Eduarda,Garcia,Seal,Wiring problems,9.0,002754
2755.0,Ravi,Sá,Tan,Electrical system faults,50.0,002755
2756.0,Laís,da Mota,Tan,Range anxiety,13.0,002756
2757.0,Benjamin,Azevedo,Yuan,Battery degradation,23.0,002757
2758.0,Anna Liz,Gonçalves,Yuan,Inverter problems,6.0,002758
2759.0,Francisco,Oliveira,Dolphin,Battery management system failure,41.0,002759
2760.0,Ana Clara,Azevedo,Yuan,Regenerative braking issues,30.0,002760
2761.0,Mariah,Ribeiro,Dolphin,Regenerative braking issues,30.0,002761
2762.0,Lucca,Castro,Seal,Regenerative braking issues,49.0,002762
2763.0,Antonella,Albuquerque,Seal,Climate control system issues,3.0,002763
2764.0,Giovanna,Vasconcelos,Tan,Battery degradation,21.0,002764
2765.0,Yasmin,Macedo,Dolphin,Charging issues,20.0,002765
2766.0,Rafaela,Rios,Dolphin,Charging issues,42.0,002766
2767.0,Arthur,Oliveira,Dolphin,Electric motor failure,20.0,002767
2768.0,João Felipe,Garcia,Dolphin,Charging issues,15.0,002768
2769.0,Isaque,Dias,Dolphin,Electric motor failure,20.0,002769
2770.0,Letícia,Nunes,Dolphin,Software glitches,23.0,002770
2771.0,Ana,Sales,Dolphin,Battery management system failure,23.0,002771
2772.0,Thiago,Leão,Yuan,Cooling system issues,50.0,002772
2773.0,Carolina,Casa Grande,Dolphin,Inverter problems,8.0,002773
2774.0,Lunna,Sá,Dolphin,Tire replacement,21.0,002774
2775.0,Vitor,da Conceição,Yuan,Charging issues,48.0,002775
2776.0,Emanuel,Melo,Dolphin,Electrical system faults,18.0,002776
2777.0,Yasmin,da Costa,Seal,Battery degradation,11.0,002777
2778.0,Rafaela,Gomes,Dolphin,Battery degradation,8.0,002778
2779.0,Cecilia,Cirino,Dolphin,Vehicle control system failures,12.0,002779
2780.0,Marcelo,Rezende,Han,Vehicle control system failures,36.0,002780
2781.0,Luna,Moraes,Yuan,Charging issues,19.0,002781
2782.0,Nicolas,Azevedo,Tan,Charging issues,36.0,002782
2783.0,Luigi,Pereira,Dolphin,Cooling system issues,34.0,002783
2784.0,Olivia,Guerra,Dolphin,Battery management system failure,20.0,002784
2785.0,Rafael,Sousa,Dolphin,Charging port issues,40.0,002785
2786.0,Enzo Gabriel,Lopes,Dolphin,Range anxiety,1.0,002786
2787.0,Rhavi,Santos,Yuan,Battery degradation,7.0,002787
2788.0,Apollo,Cardoso,Seal,Regenerative braking issues,38.0,002788
2789.0,João Miguel,Garcia,Dolphin,Battery management system failure,9.0,002789
2790.0,Carlos Eduardo,Cavalcanti,Dolphin,Battery degradation,18.0,002790
2791.0,Luiz Felipe,Ferreira,Dolphin,Tire replacement,21.0,002791
2792.0,Emilly,Nascimento,Han,Battery management system failure,4.0,002792
2793.0,Breno,Novaes,Seal,Battery degradation,16.0,002793
2794.0,Apollo,Campos,Yuan,Range anxiety,9.0,002794
2795.0,Antony,Sales,Tan,Suspension problems,27.0,002795
2796.0,Bento,da Mota,Dolphin,Overheating of battery,22.0,002796
2797.0,Antônio,Macedo,Dolphin,Wiring problems,2.0,002797
