dealerOrderId,dealerId,dealerOrderNo,createBy,createName,updateBy,updateName,repairType,orderStatus,orderCreateDate,orderLastBalanceDate,vin,custName,custEmail,deliverer,delivererMobile,powerMileage,totalMileage,createClaimFlag,claimNo,activityFlag,activityCode,troubleDesc,deliverProblem,checkResult,isSecstore,secstoreId
005639,000002,39.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-07-10,2024-07-19,VMY-9F45,Pedro Miguel Fonseca,Fonseca.Pedro Miguel@@yahoo.com.br,Gael Henrique Cavalcanti,41 5719 9193,27418.0,59307.0,N,,Y,5235a568-0c53-4b92-a1ed-43c1a99ef658,Software glitches,,,N,
005640,000031,78.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-14,2024-04-17,XFZ-8R13,Laura Costa,Costa.Laura@@yahoo.com.br,Danilo Leão,(071) 4894 9681,43593.0,27170.0,Y,4aee8fe9-6fef-4b18-814b-30dd4c583d5f,N,,Suspension problems,,,N,
005641,000029,71.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-05-30,2024-06-01,ZNC-5C17,Diogo Garcia,Garcia.Diogo@@outlook.com,José Caldeira,+55 71 1287 4869,16446.0,25059.0,N,,Y,08a00b6d-4320-4588-a908-872731883d97,Suspension problems,,,N,
005642,000049,97.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-04-29,2024-06-06,MMR-4W18,Luiz Henrique Pacheco,Pacheco.Luiz Henrique@@yahoo.com.br,Joaquim Mendes,81 2477-6393,4860.0,61231.0,N,,N,,Suspension problems,,,Y,5eb44801-7445-4b11-8234-7b02881a53c9
005643,000047,24.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-03-22,2024-05-03,HOX-8L55,José Montenegro,Montenegro.José@@outlook.com,Dom Pereira,0500-124-3417,30322.0,93064.0,N,,Y,d4c14790-d487-41f4-bf1e-dadb7614e710,Battery overheating,,,Y,d1266c55-e8c6-4394-ba06-3f4a61c1f7fc
005644,000036,93.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-03-30,2024-06-20,VAC-5X69,Nathan da Mota,da Mota.Nathan@uol.com.br,Ayla Oliveira,(031) 1722 5096,35667.0,57447.0,Y,039c828b-abaf-49e3-84a1-adefe59527e1,N,,Suspension problems,,,N,
005645,000007,102.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-02-22,2024-05-05,KNS-4J69,Rafaela Leão,Leão.Rafaela@@yahoo.com.br,Manuela Casa Grande,(031) 4317-8386,22740.0,24465.0,Y,a728c635-2fd0-4ff7-ac38-b820e43b25eb,N,,Suspension problems,,,Y,7048f155-c67b-480f-8d33-06bcde2c07d1
005646,000041,74.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-07-17,2024-07-19,ZSR-9F86,Maria Vitória Lopes,Lopes.Maria Vitória@@gmail.com,Bryan Lopes,+55 41 9022-6022,22846.0,48176.0,Y,8c704987-fd7d-4956-89d3-5e8789d68628,Y,0237d0ce-9987-47b7-9fa8-163b03210268,Inconsistent charging,,,Y,c594b3af-9a9d-4c20-a7bb-5dc6b1212b3f
005647,000014,110.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-12,2024-04-28,ODE-6L29,Nathan Teixeira,Teixeira.Nathan@@outlook.com,Yuri Garcia,+55 41 8305 3365,10668.0,17675.0,Y,94dbf4da-ce13-411b-b2ef-2d05d6b20847,Y,e6abab2e-bcbb-46b3-8f61-6d3a133cb805,Battery degradation,,,N,
005648,000024,59.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-03-21,2024-05-08,DWJ-5Q44,Enrico Viana,Viana.Enrico@uol.com.br,Srta. Nicole Silva,+55 (051) 8332 9877,12177.0,40024.0,Y,1f166bec-f2b0-4ace-81c8-a743671a577f,Y,3736c3b2-cabf-4040-bb1d-d6daf1cdb31b,Battery degradation,,,Y,1df9ef98-3ceb-4275-b2ea-e828304b1bf4
005649,000027,99.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-28,2024-03-20,PSD-9I68,Carlos Eduardo Novais,Novais.Carlos Eduardo@uol.com.br,Liam Souza,+55 84 8605-4777,43881.0,66110.0,N,,N,,Suspension problems,,,Y,cdacd0c2-b3e7-485f-879a-037344fd67ed
005650,000040,79.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-01-10,2024-06-01,IOX-0I05,Anna Liz Pastor,Pastor.Anna Liz@@yahoo.com.br,Isis Nogueira,31 0735-0607,44529.0,22825.0,Y,d9913ca9-397c-415f-8d6b-f6f2627926fb,Y,9c9bdc4c-0780-4047-bdd8-82f75acaa4ef,Battery overheating,,,N,
005651,000007,110.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-05-27,2024-07-16,OKC-2U45,Aylla Albuquerque,Albuquerque.Aylla@@gmail.com,Emilly Dias,+55 41 4394 3310,43273.0,70270.0,N,,Y,c1a75e05-31e0-465c-a03f-335d5f3d27b7,Cooling system issues,,,Y,36937250-33b8-4745-9446-26afb2840ce2
005652,000029,84.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-27,2024-07-09,WSM-0C07,Maria Laura Gonçalves,Gonçalves.Maria Laura@@outlook.com,Sophia Correia,+55 (051) 7409-2598,47647.0,55570.0,N,,Y,fd802427-a23b-4b0e-a589-6994bf4a4826,Inconsistent charging,,,N,
005653,000042,65.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-04-25,2024-05-07,BYB-4O40,Alice Pereira,Pereira.Alice@@yahoo.com.br,Rafael Rodrigues,+55 51 9595 3026,31086.0,81510.0,Y,eeafc263-60b2-46ee-8a36-5514622ba129,Y,a68c1ffe-8088-4fa1-8e42-58c08fafb210,Climate control system issues,,,Y,fc7007f8-cda4-4ded-b9f2-61d4d86828a6
005654,000010,50.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-29,2024-04-26,YNA-5W53,Samuel Ribeiro,Ribeiro.Samuel@@outlook.com,Helena Casa Grande,0900 867 2364,44919.0,59829.0,Y,e79dc2a4-d484-49a7-afda-495b03705ad5,N,,Suspension problems,,,N,
005655,000024,47.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-28,2024-06-01,CVU-9F54,Maria Júlia Sampaio,Sampaio.Maria Júlia@uol.com.br,Dr. Davi Lucas da Conceição,(081) 6481-8431,23298.0,4189.0,N,,N,,Brake system maintenance,,,N,
005656,000032,28.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-03-23,2024-06-17,LUO-2X61,Levi Câmara,Câmara.Levi@@yahoo.com.br,Alice Cunha,11 3947-8624,23550.0,42404.0,N,,N,,Suspension problems,,,N,
005657,000017,34.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-03-05,2024-03-06,BUK-0O71,Emanuella Novais,Novais.Emanuella@uol.com.br,Caleb Alves,+55 (031) 8399-3712,38648.0,38443.0,N,,Y,0383fda5-6bc2-495f-86bf-2aa7874e054c,Software glitches,,,N,
005658,000036,25.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-07-19,2024-07-20,YMZ-9O45,Luiz Miguel Borges,Borges.Luiz Miguel@@gmail.com,Antony Moura,(061) 3191-2320,43894.0,50976.0,Y,088cfb90-9b53-47a9-a9e2-94ec69c84ab3,N,,Electric motor failure,,,Y,4f1adaf9-658d-450e-a08c-a95b3d95f443
005659,000043,48.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-07-17,2024-07-24,UKZ-7K91,Beatriz Novaes,Novaes.Beatriz@@yahoo.com.br,Pedro Lucas Nunes,0500 324 8385,33855.0,12951.0,Y,6e796826-e068-4f9a-bd42-f380bed7e14e,N,,Cooling system issues,,,Y,3085e1fb-dda5-4946-a019-645d7fc201ea
005660,000048,29.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-01-16,2024-04-14,WGP-8R48,Stephany Fernandes,Fernandes.Stephany@@gmail.com,Marcela Jesus,+55 (071) 7178 7837,47441.0,8505.0,Y,b17f334e-2a08-4faf-95b1-4bd26f91c084,Y,fdf433b8-8e29-4c82-bd82-480be354e16f,Battery management system failure,,,N,
005661,000027,103.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-04-12,2024-07-07,COC-7B67,Hadassa Leão,Leão.Hadassa@@gmail.com,Francisco Farias,11 6244-6609,20874.0,61931.0,N,,Y,b7811c03-7265-46ef-9a8e-0522d1540c79,Software glitches,,,N,
005662,000031,84.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-03,2024-03-20,PMJ-4O02,Maria Clara Fonseca,Fonseca.Maria Clara@@gmail.com,Gabrielly Nunes,71 4652-8091,26149.0,34705.0,Y,67d90f66-7759-4e48-838a-8d239548c313,N,,Overheating of battery,,,N,
005663,000002,47.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-03-11,2024-04-18,WPP-8V60,Benjamim Borges,Borges.Benjamim@@gmail.com,Ravy Cunha,41 1904 8956,39185.0,7747.0,N,,Y,1aced147-9541-4e68-9c06-b0c43e4903e6,Suspension problems,,,Y,1269e93c-3589-4276-b0de-40b7ca76f9d0
005664,000034,80.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-08,2024-04-28,CJX-7N34,Davi Miguel Machado,Machado.Davi Miguel@@yahoo.com.br,Carolina Pires,+55 31 8052 4529,20711.0,20871.0,N,,Y,a27565c8-31f8-4c7d-a8c1-205cd843605f,Tire replacement,,,Y,acd964fa-1bff-4ce9-ab4a-2a3fa699aa5d
005665,000012,114.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-01-29,2024-06-20,AMZ-1F29,Yan Costa,Costa.Yan@uol.com.br,Natália Siqueira,41 8223-0341,41740.0,40855.0,Y,098c6478-1b1d-4d29-81cc-60d7b1ea0e5b,N,,Cabin filter replacement,,,Y,8956761f-57fe-4efe-92c2-21bdd8ab5347
005666,000032,95.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-01-15,2024-05-01,BDG-1X16,Sofia Mendes,Mendes.Sofia@@gmail.com,Asafe da Cunha,+55 (081) 9266-8071,6679.0,66925.0,Y,559a3b82-64e4-475e-9ce1-6216e1e962bb,Y,788b847a-bf35-45f9-8b6e-e35156d7a0c9,Inconsistent charging,,,Y,c9aafa4b-afa4-4801-aefa-fc9738d834ce
005667,000042,59.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-04-16,2024-07-13,EKJ-6L53,Maria Vitória Montenegro,Montenegro.Maria Vitória@@yahoo.com.br,Thomas Santos,(021) 4441-5398,45009.0,39848.0,Y,12cafcec-ca12-4a7d-9ae3-c33a69153e67,Y,e6162aa8-3e62-43dc-b929-901031549229,Wiring problems,,,N,
005668,000036,34.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-07-22,2024-07-24,NOW-0M52,Ana Carolina Moreira,Moreira.Ana Carolina@uol.com.br,Kaique Ramos,11 0215 4442,30047.0,81841.0,N,,Y,61579009-ab5b-498a-bceb-5563eeabfa67,Windshield replacement,,,N,
005669,000033,29.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-03-26,2024-04-16,GBO-1A66,Noah Lopes,Lopes.Noah@@outlook.com,Hellena Jesus,0300-554-6413,16557.0,14398.0,N,,N,,Inconsistent charging,,,N,
005670,000048,42.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-14,2024-01-21,PDA-5Q04,Diogo Peixoto,Peixoto.Diogo@uol.com.br,Marcelo Novaes,21 3163-6017,24019.0,78496.0,N,,Y,fe97bef7-1116-4629-9405-945f0cf3c333,Inconsistent charging,,,Y,600f1bcb-1dff-4927-a118-90f7690c406f
005671,000020,36.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-02-11,2024-05-15,XWB-1V87,Pedro Henrique Marques,Marques.Pedro Henrique@@gmail.com,Giovanna Alves,+55 (021) 6577 9799,34580.0,63537.0,Y,54899504-c8c1-495b-af9a-e03df114c480,N,,Software glitches,,,Y,4eb67701-cb89-430e-9cbf-f825beff3715
005672,000050,68.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-06-04,2024-06-07,XGH-5P46,Brayan Câmara,Câmara.Brayan@uol.com.br,Sra. Emilly da Cruz,+55 81 1443 5070,3744.0,57028.0,N,,Y,8227f6d8-af5c-4588-9714-205e2b57d007,Regenerative braking issues,,,Y,afcf1289-7e89-4239-9110-c99ac9829c1a
005673,000012,48.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-01-09,2024-06-03,POK-1A33,Joaquim Sales,Sales.Joaquim@@outlook.com,Vitor Gabriel da Cunha,(061) 5571 3699,25804.0,77608.0,N,,Y,a2b05085-28aa-4755-888f-d7958c6f62b5,Charging issues,,,N,
005674,000013,49.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-06-16,2024-06-21,TLF-7V10,Eloá Duarte,Duarte.Eloá@@outlook.com,Maysa da Rosa,0300-875-1264,23968.0,86003.0,Y,a8180b3b-a1bf-4d73-a11c-39bbd399c8b8,N,,Suspension problems,,,N,
005675,000034,83.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-03-06,2024-07-25,UJV-7X65,Yuri Pacheco,Pacheco.Yuri@@outlook.com,Allana Costela,(041) 7097 4987,11497.0,60408.0,Y,eddfbb03-76c4-4eb2-aa01-68345a4de362,N,,Software glitches,,,N,
005676,000015,52.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-06-09,2024-07-20,YJM-6Z29,Jade Duarte,Duarte.Jade@uol.com.br,Clarice Borges,+55 81 6717 5530,42933.0,56562.0,N,,Y,102eef65-ac87-4f2a-be62-ac786d6461a1,Suspension problems,,,N,
005677,000045,23.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-06-21,2024-06-24,FFG-1Z85,Murilo Martins,Martins.Murilo@@yahoo.com.br,Dra. Sara Câmara,+55 (051) 7157-1980,49707.0,10493.0,Y,c59a580b-22a8-47c2-85f9-2c668f45de5c,Y,e8ba8e72-1c04-40d1-9cb4-873c6b2745ee,Software glitches,,,Y,750461fc-c76e-4045-8dc8-cbefabf1a298
005678,000029,62.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-07-17,2024-07-21,KOD-1G59,Leandro Borges,Borges.Leandro@@outlook.com,Isabelly Fernandes,+55 31 3979-5474,22965.0,41606.0,Y,0a9fa430-30a5-4783-8743-38427af5eb0b,N,,Inconsistent charging,,,N,
005679,000027,107.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-03-05,2024-06-02,TKP-6G82,Murilo Sousa,Sousa.Murilo@@gmail.com,Dr. Nathan Fernandes,+55 (031) 7271-5844,37610.0,50481.0,N,,N,,Suspension problems,,,N,
005680,000042,87.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-02-09,2024-07-09,CNT-6T73,Vitória Costela,Costela.Vitória@@outlook.com,Maria Julia Freitas,+55 71 9683-3933,29883.0,52434.0,N,,N,,Suspension problems,,,N,
005681,000021,70.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-29,2024-06-05,LZM-2N33,Maria Eduarda Viana,Viana.Maria Eduarda@@outlook.com,Arthur Gabriel Araújo,+55 41 1459-9129,40619.0,44006.0,Y,ff2fd86e-095b-4850-8ef5-7e3ae8da4c05,Y,84f57a0a-75a9-4ebb-b002-eb1d993874d7,Software glitches,,,Y,0396b5d7-8532-47fb-b5dd-0c703824fa2c
005682,000038,32.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-05-01,2024-06-01,ILV-9E89,Ravi Lucca da Cruz,da Cruz.Ravi Lucca@@outlook.com,Gael Rezende,+55 71 6857-6667,22800.0,33681.0,Y,a473ab0e-7dad-48c1-bed7-7494856c6fba,N,,Inconsistent charging,,,Y,b9f8f33e-75e6-4587-8bec-9d7a6bc99325
005683,000017,56.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-19,2024-07-13,XIB-3W57,Luan Nascimento,Nascimento.Luan@uol.com.br,Antonella Mendonça,81 8132-3646,37797.0,2000.0,Y,3e460885-ed1f-440b-9688-394f64caaf39,Y,e59cea16-1fc0-4f27-817f-aa875d245fd2,Fluid top-up,,,N,
005684,000020,88.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-02,2024-04-30,OPW-2U79,Lorena Barros,Barros.Lorena@uol.com.br,Srta. Anna Liz Gonçalves,21 3836-6143,15136.0,55596.0,N,,N,,Connectivity issues,,,Y,3ec8e49c-ecef-4216-bfb9-fbb629ee8ad1
005685,000008,26.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-02-01,2024-02-15,GDQ-4D68,Rael Cirino,Cirino.Rael@@outlook.com,Anthony Gabriel da Mota,+55 (071) 1133-2123,18836.0,88433.0,Y,e65b5e4d-d86f-4370-93f1-7191637c9acd,N,,Windshield replacement,,,N,
005686,000028,32.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-06-17,2024-07-15,FIV-0H60,Maria Alice Borges,Borges.Maria Alice@@gmail.com,Nina das Neves,(041) 0054 5593,39182.0,76928.0,N,,Y,39c6205e-31cd-4774-97e3-c627a2fc653c,Electrical system faults,,,N,
005687,000033,115.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-06-23,2024-07-17,CUI-5F44,Renan Pires,Pires.Renan@@outlook.com,Dante Moraes,(061) 2809-4205,31738.0,31424.0,N,,N,,Suspension problems,,,N,
005688,000028,50.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-02-23,2024-03-23,UDO-7V65,Bárbara Pires,Pires.Bárbara@uol.com.br,Renan Lima,+55 71 8012 1415,42322.0,67023.0,N,,Y,eb703af9-6c01-45d2-a7f9-b853d6310a51,Battery overheating,,,Y,c86962f2-f51e-4e4c-b6a7-b6e0f153f6ec
005689,000047,83.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-17,2024-06-18,WHF-7T03,Yuri Moura,Moura.Yuri@uol.com.br,Sr. Cauê Macedo,84 5034-0937,48879.0,24426.0,Y,b2d0768d-2539-4a95-989f-e9bfea355bb7,Y,39ca1d73-28a9-487f-a7e7-0999a17d79b8,Suspension problems,,,Y,7cea14df-99e3-4ad8-8b07-0520a3bd0689
005690,000039,112.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-01-28,2024-06-14,JCD-0D78,Bento Rios,Rios.Bento@uol.com.br,João Vitor Caldeira,0900 016 4458,40502.0,43957.0,N,,Y,72d536dc-c18d-49fa-b554-b50f0fc35f43,Inverter problems,,,N,
005691,000002,71.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-05-04,2024-05-25,COQ-8N62,João Felipe Souza,Souza.João Felipe@@outlook.com,Pedro Miguel Viana,0800-316-9671,29473.0,14895.0,N,,Y,8bda04d2-85e4-40d0-b2ad-d6e980e2c8b1,Inconsistent charging,,,N,
005692,000025,105.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-04-09,2024-06-26,BKM-7M01,Arthur Miguel Cirino,Cirino.Arthur Miguel@@gmail.com,Yan da Rocha,(061) 4017-9498,21074.0,14579.0,N,,N,,Suspension problems,,,Y,29a12fa7-1cbb-48b0-9ea7-ae5e636c6fff
005693,000046,104.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-01-29,2024-03-12,QUY-7J67,Diogo Pereira,Pereira.Diogo@uol.com.br,André Vasconcelos,(051) 2180-2512,221.0,77599.0,Y,d7524eb7-240a-4941-8a2f-14d3a0d309f4,Y,f3971065-f32a-417b-ba55-3e7420ea8604,Suspension problems,,,Y,8d2ed908-1e97-4be6-8e2b-8a89c73a6495
005694,000012,50.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-07-11,2024-07-18,XEP-4V35,Danilo da Costa,da Costa.Danilo@@yahoo.com.br,Daniel Gonçalves,(011) 8686-3706,41977.0,76996.0,Y,1d5b7c18-a497-44b8-8a44-2b71ecb3033b,N,,Cooling system issues,,,Y,487d36d5-df22-4315-9a67-d31d32187116
005695,000016,39.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-01-29,2024-07-18,JWJ-7B72,Eduarda Marques,Marques.Eduarda@@yahoo.com.br,Felipe Silveira,+55 (011) 7436-0265,46938.0,51454.0,N,,Y,92c51205-a90a-4986-9634-0c04298a63d3,Suspension problems,,,N,
005696,000016,24.0,9999999999,Name,9999999988,Name,Warranty,Completed,2024-07-04,2024-07-16,HRI-5O47,Joana Rodrigues,Rodrigues.Joana@uol.com.br,Maysa Rocha,(071) 4998-9898,46294.0,95307.0,N,,Y,8d503845-8d9f-4b4f-ba5a-965178d9ce75,Suspension problems,,,N,
005697,000026,70.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-07-25,2024-07-25,PBO-7O95,Mariana da Mota,da Mota.Mariana@@gmail.com,Marcela Caldeira,21 6869 1666,1893.0,28326.0,Y,e287ac1d-0b97-422f-b443-071e8821becc,Y,747cf8be-cf72-4bf0-9db7-96e5c03a3686,Suspension problems,,,N,
005698,000032,67.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-05-03,2024-05-25,RVM-5K94,Marcelo Silveira,Silveira.Marcelo@@yahoo.com.br,Leonardo Gonçalves,+55 51 2884 9137,13404.0,15186.0,N,,Y,a3b504f7-afeb-473e-b399-571c016be8fa,Vehicle control system failures,,,Y,07ca63d0-34b7-4b1d-a17e-061206e2ed89
005699,000035,24.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-01-16,2024-07-22,NSY-8H57,Ana Laura Melo,Melo.Ana Laura@uol.com.br,Ana Vitória das Neves,(084) 3015 6513,32421.0,26605.0,N,,N,,Software glitches,,,N,
005700,000011,67.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-03-22,2024-07-09,GRA-9H81,Luna Monteiro,Monteiro.Luna@@yahoo.com.br,Ravi Correia,21 0468-4406,12920.0,16125.0,Y,74b6f50e-3efa-4659-a817-cf3130661434,Y,fc0bf166-18fd-4ade-8d72-bd45f4155743,Suspension problems,,,N,
005701,000004,96.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-12,2024-06-15,TQY-2A35,Matheus das Neves,das Neves.Matheus@uol.com.br,Benjamin Montenegro,84 4526-4290,2741.0,99328.0,Y,382a00a8-0aa1-4781-b37c-4c42d20f2775,Y,31dd4e1d-f2f5-4f41-8355-da1c736ba666,Software glitches,,,N,
005702,000046,70.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-05-09,2024-06-21,DVD-0H23,Raquel Nunes,Nunes.Raquel@@yahoo.com.br,Alana Andrade,0900-856-2093,32570.0,1594.0,Y,4e8dc453-0bdd-4137-a3f2-3af79699be8e,N,,Inconsistent charging,,,N,
005703,000022,102.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-02-14,2024-06-11,HEV-4E43,Yasmin Ramos,Ramos.Yasmin@@gmail.com,Caleb Cavalcante,+55 71 8449-2856,3367.0,76057.0,N,,Y,bb46a426-1159-4012-92f9-a727d1c22a92,Suspension problems,,,Y,46a7a084-f7b3-44c7-9fa1-468b1bbd6ac9
005704,000018,117.0,9999999999,Name,9999999988,Name,Non-Warranty,In Progress,2024-05-26,2024-07-19,QRW-9X62,Lorenzo Pinto,Pinto.Lorenzo@@yahoo.com.br,Bárbara Ramos,(021) 0470-0905,37720.0,26822.0,Y,c614bcc1-6042-480d-ae8d-1a06d724e192,Y,a078527d-7ac2-4ce6-8dd7-83cd6d572c9a,Battery management system failure,,,Y,821772c4-8ceb-4786-aa4a-a4b495e61e24
005705,000012,120.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-04-03,2024-06-04,TTR-5Y49,Otto Cavalcanti,Cavalcanti.Otto@uol.com.br,Lucca Pires,+55 (071) 8301 5751,24991.0,27453.0,N,,Y,6a5b0292-0352-4d8a-a97d-e5cba6008582,Cabin filter replacement,,,N,
005706,000045,62.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-05-20,2024-06-04,GZG-0J87,Agatha Campos,Campos.Agatha@uol.com.br,Henrique Sá,+55 84 1975-9874,18362.0,69185.0,N,,Y,fd05a7ae-fead-4999-a2f1-a78f3bbba8be,Suspension problems,,,Y,937b451a-f15a-4332-ae72-2f6d7aacb1b1
005707,000042,99.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-07-01,2024-07-17,RDN-2A42,Luiza Fogaça,Fogaça.Luiza@uol.com.br,Amanda Lima,11 6046 3151,25301.0,43329.0,N,,N,,Battery management system failure,,,Y,4a15524c-cc1f-4516-896f-dc6fa63f7eb8
005708,000038,22.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-07-16,2024-07-21,MRT-5Q55,Maria Julia Lopes,Lopes.Maria Julia@@outlook.com,Agatha Novaes,51 9841 1103,46120.0,97637.0,N,,N,,Brake system maintenance,,,N,
005709,000037,48.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-04-23,2024-06-02,YEB-7X25,Gustavo Henrique Jesus,Jesus.Gustavo Henrique@@outlook.com,Sr. Henry Gabriel Nascimento,+55 (084) 6551-9956,5858.0,80795.0,N,,Y,82ecf932-fae3-4627-9a2b-3934308de7c6,Battery management system failure,,,Y,dbbb8bfd-4e49-443f-9d8a-a339992e3167
005710,000023,93.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-24,2024-07-01,TXA-7W15,Alana Pimenta,Pimenta.Alana@@yahoo.com.br,Dante Lima,+55 (021) 1186-0205,9030.0,72222.0,N,,Y,6b9596c9-bf9b-41ff-b3b4-c129cab8e122,Wiring problems,,,Y,f0ee2859-5310-4452-8334-d9bcba365359
005711,000033,83.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-02-21,2024-07-22,MJM-5Z48,Luiz Gustavo Gonçalves,Gonçalves.Luiz Gustavo@uol.com.br,Francisco Camargo,(084) 7856 1385,28043.0,48375.0,N,,Y,3e3e0c2f-46d6-48e0-b349-bbb97e07ec98,Battery overheating,,,N,
005712,000008,20.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-05-27,2024-06-01,ZLT-6F97,Davi Silva,Silva.Davi@@yahoo.com.br,Sr. Thiago Casa Grande,+55 (011) 0116 7093,16165.0,76273.0,N,,N,,Inconsistent charging,,,N,
005713,000006,38.0,9999999999,Name,9999999988,Name,Warranty,Pending,2024-06-28,2024-07-09,WJG-0A41,Arthur Gabriel da Luz,da Luz.Arthur Gabriel@@gmail.com,Gustavo Henrique Andrade,0500-072-8074,46494.0,79080.0,Y,b6facf94-670e-4916-810b-bcc8239d1865,N,,Suspension problems,,,N,
005714,000027,69.0,9999999999,Name,9999999988,Name,Non-Warranty,Completed,2024-03-10,2024-04-25,INN-2K37,Nicole Farias,Farias.Nicole@@gmail.com,Larissa Pimenta,+55 11 3056-5224,3692.0,80504.0,N,,N,,Suspension problems,,,N,
005715,000008,119.0,9999999999,Name,9999999988,Name,Non-Warranty,Pending,2024-04-10,2024-06-22,COO-5Q34,Luiz Gustavo Ribeiro,Ribeiro.Luiz Gustavo@@yahoo.com.br,Benício Macedo,(021) 3990-1500,48270.0,17390.0,Y,f3895c6a-d67e-4fb0-98c9-cf01545fe8ff,N,,Software glitches,,,Y,3a999d72-628c-451d-bebc-9d2f50f051ac
005716,000047,44.0,9999999999,Name,9999999988,Name,Warranty,In Progress,2024-05-14,2024-06-18,DRV-7P82,Ana Luiza Pacheco,Pacheco.Ana Luiza@@outlook.com,Alexia Azevedo,(021) 6581-8862,22147.0,85272.0,Y,c55d79b8-4d9f-46d4-98e4-9a8fbe6436eb,Y,a33b9f63-1002-4b55-b6f8-da5436668366,Suspension problems,,,Y,2bd65c98-616e-45c6-ba81-8efedd67b706
